episode 3923	loss -0.001206442	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 3924	loss -0.0016079062	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 3925	loss -0.0019619965	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 3926	loss -0.0010794596	 episode reward -21.0	 number of down act 0.0	 game_len 1006	
episode 3927	loss -0.0021528094	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 3928	loss -0.0016821002	 episode reward -21.0	 number of down act 0.0	 game_len 1001	
episode 3929	loss -0.0016423112	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 3930	loss -0.0017707332	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 3931	loss -0.0010955116	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 3932	loss -0.0014028769	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 3933	loss -0.001542583	 episode reward -21.0	 number of down act 0.0	 game_len 1033	
episode 3934	loss -0.0012484081	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 3935	loss -0.0015748395	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 3936	loss -0.0018580304	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 3937	loss -0.0013739417	 episode reward -21.0	 number of down act 0.0	 game_len 1009	
episode 3938	loss -0.0022416806	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 3939	loss -0.0009690092	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 3940	loss -0.0018067937	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 3941	loss -0.0019111767	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 3942	loss -0.0009882471	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 3943	loss -0.0014407838	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 3944	loss -0.00159197	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 3945	loss -0.0013524103	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 3946	loss -0.0015863378	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 3947	loss -0.0014189346	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 3948	loss -0.0013797008	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 3949	loss -0.0014079807	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3950	loss -0.0011956304	 episode reward -21.0	 number of down act 0.0	 game_len 1039	
episode 3951	loss -0.0021699434	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 3952	loss -0.0022614135	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 3953	loss -0.0010795465	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 3954	loss -0.0011279813	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 3955	loss -0.0012852575	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 3956	loss -0.0011542919	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 3957	loss -0.00093181763	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 3958	loss -0.0010630642	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 3959	loss -0.0020609135	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 3960	loss -0.0013678037	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 3961	loss -0.0011737987	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 3962	loss -0.001805793	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 3963	loss -0.0015691088	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 3964	loss -0.000735862	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3965	loss -0.0016419116	 episode reward -21.0	 number of down act 0.0	 game_len 1005	
episode 3966	loss -0.0021057678	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 3967	loss -0.0014771526	 episode reward -21.0	 number of down act 0.0	 game_len 1034	
episode 3968	loss -0.0014668059	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 3969	loss -0.0015810817	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 3970	loss -0.0013513913	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3971	loss -0.0011156109	 episode reward -21.0	 number of down act 0.0	 game_len 1033	
episode 3972	loss -0.0010909428	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 3973	loss -0.0017509514	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3974	loss -0.0010773279	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 3975	loss -0.0013340905	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 3976	loss -0.0014509134	 episode reward -21.0	 number of down act 0.0	 game_len 1034	
episode 3977	loss -0.0017322369	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 3978	loss -0.0012571673	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 3979	loss -0.0011064756	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 3980	loss -0.0006859219	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 3981	loss -0.0010343945	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 3982	loss -0.0017569022	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 3983	loss -0.0013249754	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 3984	loss -0.0007421671	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 3985	loss -0.001705239	 episode reward -21.0	 number of down act 0.0	 game_len 1006	
episode 3986	loss -0.0010912396	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 3987	loss -0.0016869562	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 3988	loss -0.0018178879	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 3989	loss -0.0018292179	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 3990	loss -0.0012572474	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 3991	loss -0.0019538403	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 3992	loss -0.0011740043	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3993	loss -0.0012399802	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 3994	loss -0.0009049641	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 3995	loss -0.0011631361	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 3996	loss -0.0019941507	 episode reward -21.0	 number of down act 0.0	 game_len 1012	
episode 3997	loss -0.0011109045	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 3998	loss -0.0011804713	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 3999	loss -0.0016115464	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4000	loss -0.0009525759	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4001	loss -0.0016806629	 episode reward -21.0	 number of down act 0.0	 game_len 1005	
episode 4002	loss -0.0010892045	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4003	loss -0.0018837271	 episode reward -21.0	 number of down act 0.0	 game_len 1000	
episode 4004	loss -0.0010624302	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4005	loss -0.0008570269	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4006	loss -0.0011304625	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4007	loss -0.0010538672	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4008	loss -0.000824769	 episode reward -21.0	 number of down act 0.0	 game_len 1005	
episode 4009	loss -0.0015510862	 episode reward -21.0	 number of down act 0.0	 game_len 1009	
episode 4010	loss -0.001516481	 episode reward -21.0	 number of down act 0.0	 game_len 1009	
episode 4011	loss -0.0018327079	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4012	loss -0.0010193301	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4013	loss -0.0012264281	 episode reward -21.0	 number of down act 0.0	 game_len 1002	
episode 4014	loss -0.0013378102	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 4015	loss -0.0009548814	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4016	loss -0.0013881475	 episode reward -21.0	 number of down act 0.0	 game_len 1033	
episode 4017	loss -0.0013710465	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4018	loss -0.0007073378	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4019	loss -0.0012375473	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4020	loss -0.0010515524	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4021	loss -0.0012350216	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4022	loss -0.0011870919	 episode reward -21.0	 number of down act 0.0	 game_len 1006	
episode 4023	loss -0.0013727191	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4024	loss -0.0006688595	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4025	loss -0.0009175211	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4026	loss -0.0014386987	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4027	loss -0.0006893255	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4028	loss -0.000789769	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4029	loss -0.00054387545	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4030	loss -0.0005966696	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4031	loss -0.0011389906	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4032	loss -0.0011690714	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4033	loss -0.0008822928	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4034	loss -0.00094462524	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4035	loss -0.001265785	 episode reward -21.0	 number of down act 0.0	 game_len 1005	
episode 4036	loss -0.0012193264	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4037	loss -0.0010313954	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4038	loss -0.0015253202	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 4039	loss -0.0007356548	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4040	loss -0.0013956449	 episode reward -21.0	 number of down act 0.0	 game_len 997	
episode 4041	loss -0.00124707	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4042	loss -0.0006998996	 episode reward -21.0	 number of down act 0.0	 game_len 1043	
episode 4043	loss -0.0014733068	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4044	loss -0.0011068818	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4045	loss -0.0010369627	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4046	loss -0.000910034	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4047	loss -0.0010776777	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4048	loss -0.0010692257	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 4049	loss -0.0011702572	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4050	loss -0.0010063134	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4051	loss -0.000898888	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 4052	loss -0.0012988001	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4053	loss -0.00092648825	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4054	loss -0.0009953382	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 4055	loss -0.00081046484	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 4056	loss -0.0012013236	 episode reward -21.0	 number of down act 0.0	 game_len 1006	
episode 4057	loss -0.0009821353	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4058	loss -0.00050929753	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4059	loss -0.0016104261	 episode reward -21.0	 number of down act 0.0	 game_len 1035	
episode 4060	loss -0.00084905815	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 4061	loss -0.0011498621	 episode reward -21.0	 number of down act 0.0	 game_len 997	
episode 4062	loss -0.0009693084	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4063	loss -0.0008479787	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 4064	loss -0.00095819414	 episode reward -21.0	 number of down act 0.0	 game_len 1033	
episode 4065	loss -0.0010753501	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4066	loss -0.00052560173	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4067	loss -0.0008710319	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4068	loss -0.0007679212	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4069	loss -0.001141689	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4070	loss -0.00056505995	 episode reward -21.0	 number of down act 0.0	 game_len 1035	
episode 4071	loss -0.00091151067	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4072	loss -0.00085393066	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4073	loss -0.00069500296	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4074	loss -0.00067587383	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4075	loss -0.00097655074	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4076	loss -0.0009603345	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4077	loss -0.0006021093	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4078	loss -0.0010968198	 episode reward -21.0	 number of down act 0.0	 game_len 1012	
episode 4079	loss -0.0008305624	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4080	loss -0.0010410846	 episode reward -21.0	 number of down act 0.0	 game_len 1005	
episode 4081	loss -0.00079623685	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4082	loss -0.0012471286	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4083	loss -0.00076833164	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4084	loss -0.00084238825	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4085	loss -0.000848391	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4086	loss -0.0009710507	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 4087	loss -0.001220435	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4088	loss -0.00087675714	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4089	loss -0.0007284131	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4090	loss -0.0009849492	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4091	loss -0.0009608064	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4092	loss -0.0010931434	 episode reward -21.0	 number of down act 0.0	 game_len 1034	
episode 4093	loss -0.00079128705	 episode reward -21.0	 number of down act 0.0	 game_len 1028	
episode 4094	loss -0.00049949205	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4095	loss -0.0013211967	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4096	loss -0.0009893057	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 4097	loss -0.0012099522	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4098	loss -0.00052039995	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4099	loss -0.0008914081	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4100	loss -0.0008322648	 episode reward -21.0	 number of down act 0.0	 game_len 1033	
episode 4101	loss -0.0011556828	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4102	loss -0.0008085938	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4103	loss -0.0006651512	 episode reward -21.0	 number of down act 0.0	 game_len 1009	
episode 4104	loss -0.0005693053	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 4105	loss -0.000939729	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4106	loss -0.00083330425	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4107	loss -0.0006200549	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4108	loss -0.0007309704	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4109	loss -0.00097073836	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4110	loss -0.00065278367	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4111	loss -0.0007695269	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4112	loss -0.0009590644	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 4113	loss -0.00091875735	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4114	loss -0.00091693335	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4115	loss -0.0012186507	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4116	loss -0.0006027976	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4117	loss -0.0006403896	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4118	loss -0.0007865796	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4119	loss -0.0009839303	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4120	loss -0.001298346	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4121	loss -0.001260489	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4122	loss -0.00083507394	 episode reward -21.0	 number of down act 0.0	 game_len 1004	
episode 4123	loss -0.0011507815	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4124	loss -0.00083950436	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4125	loss -0.0010151471	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4126	loss -0.00059004436	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4127	loss -0.00067011954	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4128	loss -0.0007995855	 episode reward -21.0	 number of down act 0.0	 game_len 1035	
episode 4129	loss -0.0008316097	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4130	loss -0.00088615954	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4131	loss -0.00058636203	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4132	loss -0.0012156715	 episode reward -21.0	 number of down act 0.0	 game_len 1006	
episode 4133	loss -0.0012046652	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4134	loss -0.0008399808	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4135	loss -0.0009787285	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4136	loss -0.0008552844	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 4137	loss -0.0008065528	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 4138	loss -0.000568701	 episode reward -21.0	 number of down act 0.0	 game_len 1034	
episode 4139	loss -0.001042148	 episode reward -21.0	 number of down act 0.0	 game_len 1035	
episode 4140	loss -0.0006347433	 episode reward -21.0	 number of down act 0.0	 game_len 1034	
episode 4141	loss -0.00081290334	 episode reward -21.0	 number of down act 0.0	 game_len 1037	
episode 4142	loss -0.0012077204	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4143	loss -0.00083411776	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4144	loss -0.000981475	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4145	loss -0.0008642958	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4146	loss -0.00072230323	 episode reward -21.0	 number of down act 0.0	 game_len 1007	
episode 4147	loss -0.0008718874	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4148	loss -0.0007274618	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4149	loss -0.00096003705	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4150	loss -0.0007042164	 episode reward -21.0	 number of down act 0.0	 game_len 1038	
episode 4151	loss -0.00054011453	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4152	loss -0.0009968183	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4153	loss -0.00095002376	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4154	loss -0.00091540936	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4155	loss -0.0008005943	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4156	loss -0.00080553314	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4157	loss -0.0009676823	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4158	loss -0.00095945323	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4159	loss -0.00073632784	 episode reward -21.0	 number of down act 0.0	 game_len 1037	
episode 4160	loss -0.0007502322	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4161	loss -0.00071664	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4162	loss -0.0007082126	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4163	loss -0.0010190617	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4164	loss -0.0008001654	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4165	loss -0.0006073206	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4166	loss -0.00072789827	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4167	loss -0.00078588654	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4168	loss -0.0006466648	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4169	loss -0.00065860734	 episode reward -21.0	 number of down act 0.0	 game_len 998	
episode 4170	loss -0.0006677167	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4171	loss -0.0006682948	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4172	loss -0.00049998506	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4173	loss -0.0008226602	 episode reward -21.0	 number of down act 0.0	 game_len 1048	
episode 4174	loss -0.0007108286	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4175	loss -0.0008685165	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4176	loss -0.00070522144	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4177	loss -0.0011256805	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4178	loss -0.0013135012	 episode reward -21.0	 number of down act 0.0	 game_len 1023	
episode 4179	loss -0.0007162178	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4180	loss -0.00032127436	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4181	loss -0.0007420376	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4182	loss -0.0006968142	 episode reward -21.0	 number of down act 0.0	 game_len 1011	
episode 4183	loss -0.0005748243	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4184	loss -0.00039338326	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4185	loss -0.00080416957	 episode reward -21.0	 number of down act 0.0	 game_len 1027	
episode 4186	loss -0.0009395551	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 4187	loss -0.00080785854	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4188	loss -0.0011117245	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4189	loss -0.00076429365	 episode reward -21.0	 number of down act 0.0	 game_len 1030	
episode 4190	loss -0.0006389109	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4191	loss -0.0010088016	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4192	loss -0.0006514234	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4193	loss -0.00069062575	 episode reward -21.0	 number of down act 0.0	 game_len 1031	
episode 4194	loss -0.001094069	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4195	loss -0.00065499457	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4196	loss -0.0007770776	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4197	loss -0.0008901395	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4198	loss -0.00088643003	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4199	loss -0.0008826908	 episode reward -21.0	 number of down act 0.0	 game_len 1012	
episode 4200	loss -0.0005740506	 episode reward -21.0	 number of down act 0.0	 game_len 1032	
episode 4201	loss -0.0007648021	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4202	loss -0.0008965503	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
episode 4203	loss -0.00065986114	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4204	loss -0.00062916736	 episode reward -21.0	 number of down act 0.0	 game_len 1014	
episode 4205	loss -0.00042965033	 episode reward -21.0	 number of down act 0.0	 game_len 1029	
episode 4206	loss -0.00090405485	 episode reward -21.0	 number of down act 0.0	 game_len 1002	
episode 4207	loss -0.0008042039	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4208	loss -0.00058791426	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4209	loss -0.00082829	 episode reward -21.0	 number of down act 0.0	 game_len 1017	
episode 4210	loss -0.00060626835	 episode reward -21.0	 number of down act 0.0	 game_len 1002	
episode 4211	loss -0.001132793	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4212	loss -0.00055536814	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4213	loss -0.0005936913	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4214	loss -0.00079834554	 episode reward -21.0	 number of down act 0.0	 game_len 1012	
episode 4215	loss -0.0010020839	 episode reward -21.0	 number of down act 0.0	 game_len 1016	
episode 4216	loss -0.0006104098	 episode reward -21.0	 number of down act 0.0	 game_len 1035	
episode 4217	loss -0.0006527043	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4218	loss -0.00049760874	 episode reward -21.0	 number of down act 0.0	 game_len 1015	
episode 4219	loss -0.00087759894	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4220	loss -0.0007433332	 episode reward -21.0	 number of down act 0.0	 game_len 1008	
episode 4221	loss -0.00073355914	 episode reward -21.0	 number of down act 0.0	 game_len 1025	
episode 4222	loss -0.000650845	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4223	loss -0.0006254871	 episode reward -21.0	 number of down act 0.0	 game_len 1019	
episode 4224	loss -0.0007309615	 episode reward -21.0	 number of down act 0.0	 game_len 1024	
episode 4225	loss -0.0007420437	 episode reward -21.0	 number of down act 0.0	 game_len 1013	
episode 4226	loss -0.000718191	 episode reward -21.0	 number of down act 0.0	 game_len 1009	
episode 4227	loss -0.0007631581	 episode reward -21.0	 number of down act 0.0	 game_len 1021	
episode 4228	loss -0.00044373903	 episode reward -21.0	 number of down act 0.0	 game_len 1018	
episode 4229	loss -0.00077382725	 episode reward -21.0	 number of down act 0.0	 game_len 1022	
episode 4230	loss -0.0006506132	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4231	loss -0.0006438532	 episode reward -21.0	 number of down act 0.0	 game_len 1020	
episode 4232	loss -0.0011458194	 episode reward -21.0	 number of down act 0.0	 game_len 1010	
episode 4233	loss -0.0003329023	 episode reward -21.0	 number of down act 0.0	 game_len 1026	
